particulars,posting_date,cost_center,voucher_type,debit,credit,net_balance
Exposure margin reversed for MCX F&O,2025-05-13,MCX-F&O - Z,Delivery Voucher,0.000000,363749.500000,-1532840.045588
Net obligation for MCX Commodity F&O,2025-05-13,MCX-F&O - Z,Book Voucher,0.000000,306.236841,-1532533.808747
Span margin blocked for MCX F&O,2025-05-13,MCX-F&O - Z,Delivery Voucher,4505891.000000,0.000000,-6038424.808747
Exposure margin blocked for MCX F&O,2025-05-13,MCX-F&O - Z,Delivery Voucher,388652.240000,0.000000,-6427077.048747
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 513413896183,2025-05-14,NSE-EQ - Z,Bank Receipts,0.000000,200000.000000,-6227077.048747
Net settlement for Equity with settlement number: 2025090,2025-05-14,NSE-EQ - Z,Book Voucher,217140.312873,0.000000,-6444217.361620
Span margin reversed for NSE F&O,2025-05-14,NSE-F&O - Z,Delivery Voucher,0.000000,705483.000000,-5738734.361620
Exposure margin reversed for NSE F&O,2025-05-14,NSE-F&O - Z,Delivery Voucher,0.000000,876713.120000,-4862021.241620
Span margin blocked for NSE F&O,2025-05-14,NSE-F&O - Z,Delivery Voucher,712055.250000,0.000000,-5574076.491620
Exposure margin blocked for NSE F&O,2025-05-14,NSE-F&O - Z,Delivery Voucher,865168.550000,0.000000,-6439245.041620
Span margin reversed for MCX F&O,2025-05-14,MCX-F&O - Z,Delivery Voucher,0.000000,4505891.000000,-1933354.041620
Exposure margin reversed for MCX F&O,2025-05-14,MCX-F&O - Z,Delivery Voucher,0.000000,388652.240000,-1544701.801620
Net obligation for MCX Commodity F&O,2025-05-14,MCX-F&O - Z,Book Voucher,0.000000,34683.267163,-1510018.534457
Span margin blocked for MCX F&O,2025-05-14,MCX-F&O - Z,Delivery Voucher,4769099.500000,0.000000,-6279118.034457
Exposure margin blocked for MCX F&O,2025-05-14,MCX-F&O - Z,Delivery Voucher,402290.920000,0.000000,-6681408.954457
Span margin reversed for NSE F&O,2025-05-15,NSE-F&O - Z,Delivery Voucher,0.000000,712055.250000,-5969353.704457
Exposure margin reversed for NSE F&O,2025-05-15,NSE-F&O - Z,Delivery Voucher,0.000000,865168.550000,-5104185.154457
Span margin blocked for NSE F&O,2025-05-15,NSE-F&O - Z,Delivery Voucher,481185.750000,0.000000,-5585370.904457
Exposure margin blocked for NSE F&O,2025-05-15,NSE-F&O - Z,Delivery Voucher,200393.290000,0.000000,-5785764.194457
Span margin reversed for MCX F&O,2025-05-15,MCX-F&O - Z,Delivery Voucher,0.000000,4769099.500000,-1016664.694457
Exposure margin reversed for MCX F&O,2025-05-15,MCX-F&O - Z,Delivery Voucher,0.000000,402290.920000,-614373.774457
Span margin blocked for MCX F&O,2025-05-15,MCX-F&O - Z,Delivery Voucher,3299978.000000,0.000000,-3914351.774457
Exposure margin blocked for MCX F&O,2025-05-15,MCX-F&O - Z,Delivery Voucher,348689.920000,0.000000,-4263041.694457
Span margin reversed for NSE F&O,2025-05-16,NSE-F&O - Z,Delivery Voucher,0.000000,481185.750000,-3781855.944457
Exposure margin reversed for NSE F&O,2025-05-16,NSE-F&O - Z,Delivery Voucher,0.000000,200393.290000,-3581462.654457
Span margin blocked for NSE F&O,2025-05-16,NSE-F&O - Z,Delivery Voucher,513481.500000,0.000000,-4094944.154457
Exposure margin blocked for NSE F&O,2025-05-16,NSE-F&O - Z,Delivery Voucher,203240.280000,0.000000,-4298184.434457
Span margin reversed for MCX F&O,2025-05-16,MCX-F&O - Z,Delivery Voucher,0.000000,3299978.000000,-998206.434457
Exposure margin reversed for MCX F&O,2025-05-16,MCX-F&O - Z,Delivery Voucher,0.000000,348689.920000,-649516.514457
Net obligation for MCX Commodity F&O,2025-05-16,MCX-F&O - Z,Book Voucher,0.000000,17338.806980,-632177.707477
Exposure margin blocked for MCX F&O,2025-05-16,MCX-F&O - Z,Delivery Voucher,413866.740000,0.000000,-1046044.447477
Span margin blocked for MCX F&O,2025-05-16,MCX-F&O - Z,Delivery Voucher,5094676.000000,0.000000,-6140720.447477
Span margin reversed for NSE F&O,2025-05-19,NSE-F&O - Z,Delivery Voucher,0.000000,513481.500000,-6151896.657477
Exposure margin reversed for NSE F&O,2025-05-19,NSE-F&O - Z,Delivery Voucher,0.000000,203240.280000,-5937515.567477
Span margin blocked for NSE F&O,2025-05-19,NSE-F&O - Z,Delivery Voucher,540402.500000,0.000000,-6477918.067477
Exposure margin blocked for NSE F&O,2025-05-19,NSE-F&O - Z,Delivery Voucher,187460.090000,0.000000,-6665378.157477
Being pledge charges for LIQUIDCASE,2025-05-19,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-6140755.847477
Net settlement for Equity with settlement number: 2025093,2025-05-19,NSE-EQ - Z,Book Voucher,73482.760393,0.000000,-6225379.417870
Span margin reversed for MCX F&O,2025-05-19,MCX-F&O - Z,Delivery Voucher,0.000000,5094676.000000,-1130703.417870
Exposure margin reversed for MCX F&O,2025-05-19,MCX-F&O - Z,Delivery Voucher,0.000000,413866.740000,-716836.677870
Span margin blocked for MCX F&O,2025-05-19,MCX-F&O - Z,Delivery Voucher,5086411.000000,0.000000,-5803247.677870
Exposure margin blocked for MCX F&O,2025-05-19,MCX-F&O - Z,Delivery Voucher,415050.990000,0.000000,-6218298.667870
Being pledge charges for SGBMAY28,2025-05-20,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-6218334.067870
Span margin reversed for NSE F&O,2025-05-20,NSE-F&O - Z,Delivery Voucher,0.000000,540402.500000,-5677931.567870
Exposure margin reversed for NSE F&O,2025-05-20,NSE-F&O - Z,Delivery Voucher,0.000000,187460.090000,-5490471.477870
Span margin blocked for NSE F&O,2025-05-20,NSE-F&O - Z,Delivery Voucher,540402.500000,0.000000,-6030873.977870
Exposure margin blocked for NSE F&O,2025-05-20,NSE-F&O - Z,Delivery Voucher,205232.390000,0.000000,-6236106.367870
Exposure margin reversed for MCX F&O,2025-05-20,MCX-F&O - Z,Delivery Voucher,0.000000,415050.990000,-5821055.377870
Span margin reversed for MCX F&O,2025-05-20,MCX-F&O - Z,Delivery Voucher,0.000000,5086411.000000,-734644.377870
Span margin blocked for MCX F&O,2025-05-20,MCX-F&O - Z,Delivery Voucher,5098592.500000,0.000000,-5833236.877870
Exposure margin blocked for MCX F&O,2025-05-20,MCX-F&O - Z,Delivery Voucher,421162.800000,0.000000,-6254399.677870
Span margin reversed for NSE F&O,2025-05-21,NSE-F&O - Z,Delivery Voucher,0.000000,540402.500000,-6279582.197870
Exposure margin reversed for NSE F&O,2025-05-21,NSE-F&O - Z,Delivery Voucher,0.000000,205232.390000,-6270388.197870
Span margin blocked for NSE F&O,2025-05-21,NSE-F&O - Z,Delivery Voucher,549596.500000,0.000000,-6819984.697870
Exposure margin blocked for NSE F&O,2025-05-21,NSE-F&O - Z,Delivery Voucher,221220.910000,0.000000,-6475620.587870
Span margin reversed for MCX F&O,2025-05-21,MCX-F&O - Z,Delivery Voucher,0.000000,5098592.500000,-1180989.697870
Exposure margin reversed for MCX F&O,2025-05-21,MCX-F&O - Z,Delivery Voucher,0.000000,421162.800000,-759826.897870
Exposure margin blocked for MCX F&O,2025-05-21,MCX-F&O - Z,Delivery Voucher,422380.990000,0.000000,-1182207.887870
Span margin blocked for MCX F&O,2025-05-21,MCX-F&O - Z,Delivery Voucher,5082596.500000,0.000000,-6264804.387870
Span margin reversed for NSE F&O,2025-05-22,NSE-F&O - Z,Delivery Voucher,0.000000,549596.500000,-786775.147870
Exposure margin reversed for NSE F&O,2025-05-22,NSE-F&O - Z,Delivery Voucher,0.000000,221220.910000,-5621202.487870
Span margin blocked for NSE F&O,2025-05-22,NSE-F&O - Z,Delivery Voucher,549596.500000,0.000000,-6170798.987870
Exposure margin blocked for NSE F&O,2025-05-22,NSE-F&O - Z,Delivery Voucher,248169.160000,0.000000,-6418968.147870
Span margin reversed for MCX F&O,2025-05-22,MCX-F&O - Z,Delivery Voucher,0.000000,5082596.500000,-1336371.647870
Exposure margin reversed for MCX F&O,2025-05-22,MCX-F&O - Z,Delivery Voucher,0.000000,422380.990000,-5842423.397870
Span margin blocked for MCX F&O,2025-05-22,MCX-F&O - Z,Delivery Voucher,5073089.500000,0.000000,-5859864.647870
Exposure margin blocked for MCX F&O,2025-05-22,MCX-F&O - Z,Delivery Voucher,421145.420000,0.000000,-6281010.067870
Span margin reversed for NSE F&O,2025-05-23,NSE-F&O - Z,Delivery Voucher,0.000000,549596.500000,-5731413.567870
Exposure margin reversed for NSE F&O,2025-05-23,NSE-F&O - Z,Delivery Voucher,0.000000,248169.160000,-5483244.407870
Net obligation for Equity F&O,2025-05-23,NSE-F&O - Z,Book Voucher,0.000000,1548.737816,-5481695.670054
Span margin blocked for NSE F&O,2025-05-23,NSE-F&O - Z,Delivery Voucher,579967.250000,0.000000,-6061662.920054
Exposure margin blocked for NSE F&O,2025-05-23,NSE-F&O - Z,Delivery Voucher,285771.590000,0.000000,-6347434.510054
Exposure margin reversed for MCX F&O,2025-05-23,MCX-F&O - Z,Delivery Voucher,0.000000,421145.420000,-5926289.090054
Span margin reversed for MCX F&O,2025-05-23,MCX-F&O - Z,Delivery Voucher,0.000000,5073089.500000,-853199.590054
Exposure margin blocked for MCX F&O,2025-05-23,MCX-F&O - Z,Delivery Voucher,414726.750000,0.000000,-1267926.340054
Span margin blocked for MCX F&O,2025-05-23,MCX-F&O - Z,Delivery Voucher,4919398.500000,0.000000,-6187324.840054
Span margin reversed for NSE F&O,2025-05-26,NSE-F&O - Z,Delivery Voucher,0.000000,579967.250000,-6162909.160054
Exposure margin reversed for NSE F&O,2025-05-26,NSE-F&O - Z,Delivery Voucher,0.000000,285771.590000,-6155527.160054
Span margin blocked for NSE F&O,2025-05-26,NSE-F&O - Z,Delivery Voucher,587349.250000,0.000000,-6742876.410054
Exposure margin blocked for NSE F&O,2025-05-26,NSE-F&O - Z,Delivery Voucher,253973.910000,0.000000,-6441298.750054
Span margin reversed for MCX F&O,2025-05-26,MCX-F&O - Z,Delivery Voucher,0.000000,4919398.500000,-1243510.660054
Exposure margin reversed for MCX F&O,2025-05-26,MCX-F&O - Z,Delivery Voucher,0.000000,414726.750000,-828783.910054
Net obligation for MCX Commodity F&O,2025-05-26,MCX-F&O - Z,Book Voucher,0.000000,51476.300289,-777307.609765
Span margin blocked for MCX F&O,2025-05-26,MCX-F&O - Z,Delivery Voucher,5455623.500000,0.000000,-6232931.109765
Exposure margin blocked for MCX F&O,2025-05-26,MCX-F&O - Z,Delivery Voucher,464794.300000,0.000000,-6697725.409765
Span margin reversed for NSE F&O,2025-05-27,NSE-F&O - Z,Delivery Voucher,0.000000,587349.250000,-6110376.159765
Exposure margin reversed for NSE F&O,2025-05-27,NSE-F&O - Z,Delivery Voucher,0.000000,253973.910000,-5856402.249765
Net obligation for Equity F&O,2025-05-27,NSE-F&O - Z,Book Voucher,0.000000,2403.378345,-5853998.871420
Span margin blocked for NSE F&O,2025-05-27,NSE-F&O - Z,Delivery Voucher,814543.500000,0.000000,-6668542.371420
Exposure margin blocked for NSE F&O,2025-05-27,NSE-F&O - Z,Delivery Voucher,315830.550000,0.000000,-6984372.921420
Span margin reversed for MCX F&O,2025-05-27,MCX-F&O - Z,Delivery Voucher,0.000000,5455623.500000,-1528749.421420
Exposure margin reversed for MCX F&O,2025-05-27,MCX-F&O - Z,Delivery Voucher,0.000000,464794.300000,-1063955.121420
Net obligation for MCX Commodity F&O,2025-05-27,MCX-F&O - Z,Book Voucher,0.000000,18610.855462,-1045344.265958
Span margin blocked for MCX F&O,2025-05-27,MCX-F&O - Z,Delivery Voucher,5293205.500000,0.000000,-6338549.765958
Exposure margin blocked for MCX F&O,2025-05-27,MCX-F&O - Z,Delivery Voucher,439362.300000,0.000000,-6777912.065958
Span margin reversed for NSE F&O,2025-05-28,NSE-F&O - Z,Delivery Voucher,0.000000,814543.500000,-1488132.984708
Exposure margin reversed for NSE F&O,2025-05-28,NSE-F&O - Z,Delivery Voucher,0.000000,315830.550000,-1168876.015958
Net obligation for Equity F&O,2025-05-28,NSE-F&O - Z,Book Voucher,783.418750,0.000000,-1169659.434708
Span margin blocked for NSE F&O,2025-05-28,NSE-F&O - Z,Delivery Voucher,826148.250000,0.000000,-1995807.684708
Exposure margin blocked for NSE F&O,2025-05-28,NSE-F&O - Z,Delivery Voucher,306833.400000,0.000000,-2302641.084708
Being pledge charges for AXISCFDG,2025-05-28,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-2302676.484708
Span margin reversed for MCX F&O,2025-05-28,MCX-F&O - Z,Delivery Voucher,0.000000,5293205.500000,-1484706.565958
Exposure margin reversed for MCX F&O,2025-05-28,MCX-F&O - Z,Delivery Voucher,0.000000,439362.300000,-1048770.684708
Net obligation for MCX Commodity F&O,2025-05-28,MCX-F&O - Z,Book Voucher,0.000000,96256.946449,-952513.738259
Span margin blocked for MCX F&O,2025-05-28,MCX-F&O - Z,Delivery Voucher,5874160.500000,0.000000,-6826674.238259
Exposure margin blocked for MCX F&O,2025-05-28,MCX-F&O - Z,Delivery Voucher,534346.120000,0.000000,-7361020.358259
Payout of 50000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2025-05-28 with reference number 0367be973b,2025-05-28,MCX-F&O - Z,Bank Payments,50000.000000,0.000000,-7411020.358259
Span margin reversed for NSE F&O,2025-05-29,NSE-F&O - Z,Delivery Voucher,0.000000,826148.250000,-6567338.449828
Exposure margin reversed for NSE F&O,2025-05-29,NSE-F&O - Z,Delivery Voucher,0.000000,306833.400000,-7412878.208259
Net obligation for Equity F&O,2025-05-29,NSE-F&O - Z,Book Voucher,0.000000,19391.508431,-7393486.699828
Span margin blocked for NSE F&O,2025-05-29,NSE-F&O - Z,Delivery Voucher,308691.250000,0.000000,-7719711.608259
Exposure margin blocked for NSE F&O,2025-05-29,NSE-F&O - Z,Delivery Voucher,80481.100000,0.000000,-6647819.549828
Span margin reversed for MCX F&O,2025-05-29,MCX-F&O - Z,Delivery Voucher,0.000000,5874160.500000,-773659.049828
Exposure margin reversed for MCX F&O,2025-05-29,MCX-F&O - Z,Delivery Voucher,0.000000,534346.120000,-239312.929828
Span margin blocked for MCX F&O,2025-05-29,MCX-F&O - Z,Delivery Voucher,5786709.500000,0.000000,-6026022.429828
Exposure margin blocked for MCX F&O,2025-05-29,MCX-F&O - Z,Delivery Voucher,533591.300000,0.000000,-6559613.729828
Span margin reversed for NSE F&O,2025-05-30,NSE-F&O - Z,Delivery Voucher,0.000000,308691.250000,-6250922.479828
Exposure margin reversed for NSE F&O,2025-05-30,NSE-F&O - Z,Delivery Voucher,0.000000,80481.100000,-6170441.379828
Span margin blocked for NSE F&O,2025-05-30,NSE-F&O - Z,Delivery Voucher,308691.250000,0.000000,-6479132.629828
Exposure margin blocked for NSE F&O,2025-05-30,NSE-F&O - Z,Delivery Voucher,52679.730000,0.000000,-6531812.359828
Span margin reversed for MCX F&O,2025-05-30,MCX-F&O - Z,Delivery Voucher,0.000000,5786709.500000,-745102.859828
Exposure margin reversed for MCX F&O,2025-05-30,MCX-F&O - Z,Delivery Voucher,0.000000,533591.300000,-211511.559828
Span margin blocked for MCX F&O,2025-05-30,MCX-F&O - Z,Delivery Voucher,5769512.000000,0.000000,-5981023.559828
Exposure margin blocked for MCX F&O,2025-05-30,MCX-F&O - Z,Delivery Voucher,530754.620000,0.000000,-6511778.179828
Payout of 100000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2025-05-30 with reference number 89cbe6b178,2025-05-30,MCX-F&O - Z,Bank Payments,100000.000000,0.000000,-6611778.179828
Span margin reversed for NSE F&O,2025-06-02,NSE-F&O - Z,Delivery Voucher,0.000000,308691.250000,-6243072.509828
Exposure margin reversed for NSE F&O,2025-06-02,NSE-F&O - Z,Delivery Voucher,0.000000,52679.730000,-12400856.449828
Span margin blocked for NSE F&O,2025-06-02,NSE-F&O - Z,Delivery Voucher,395532.500000,0.000000,-12796388.949828
Exposure margin blocked for NSE F&O,2025-06-02,NSE-F&O - Z,Delivery Voucher,55641.430000,0.000000,-12852030.379828
Exposure margin reversed for MCX F&O,2025-06-02,MCX-F&O - Z,Delivery Voucher,0.000000,530754.620000,-12321275.759828
Span margin reversed for MCX F&O,2025-06-02,MCX-F&O - Z,Delivery Voucher,0.000000,5769512.000000,-6551763.759828
Span margin blocked for MCX F&O,2025-06-02,MCX-F&O - Z,Delivery Voucher,5841758.000000,0.000000,-12453536.179828
Exposure margin blocked for MCX F&O,2025-06-02,MCX-F&O - Z,Delivery Voucher,544760.360000,0.000000,-6787832.869828
Span margin reversed for NSE F&O,2025-06-03,NSE-F&O - Z,Delivery Voucher,0.000000,395532.500000,-6392300.369828
Exposure margin reversed for NSE F&O,2025-06-03,NSE-F&O - Z,Delivery Voucher,0.000000,55641.430000,-6336658.939828
DP Charges for Sale of CDSL on 03/06/2025,2025-06-03,NSE-EQ - Z,Journal Entry,15.340000,0.000000,-6336674.279828
Net obligation for Equity F&O,2025-06-03,NSE-F&O - Z,Book Voucher,28562.397642,0.000000,-6365236.677470
Net settlement for Equity with settlement number: 2025104,2025-06-03,NSE-EQ - Z,Book Voucher,0.000000,22733.767665,-6342502.909805
Span margin blocked for NSE F&O,2025-06-03,NSE-F&O - Z,Delivery Voucher,413726.750000,0.000000,-6756229.659805
Exposure margin blocked for NSE F&O,2025-06-03,NSE-F&O - Z,Delivery Voucher,91539.180000,0.000000,-6847768.839805
Span margin reversed for MCX F&O,2025-06-03,MCX-F&O - Z,Delivery Voucher,0.000000,5841758.000000,-1006010.839805
Exposure margin reversed for MCX F&O,2025-06-03,MCX-F&O - Z,Delivery Voucher,0.000000,544760.360000,-461250.479805
Span margin blocked for MCX F&O,2025-06-03,MCX-F&O - Z,Delivery Voucher,5864881.000000,0.000000,-6326131.479805
Exposure margin blocked for MCX F&O,2025-06-03,MCX-F&O - Z,Delivery Voucher,546269.240000,0.000000,-6872400.719805
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 515512973865,2025-06-04,NSE-EQ - Z,Bank Receipts,0.000000,500000.000000,-5867134.789805
Span margin reversed for NSE F&O,2025-06-04,NSE-F&O - Z,Delivery Voucher,0.000000,413726.750000,-6367134.789805
Exposure margin reversed for NSE F&O,2025-06-04,NSE-F&O - Z,Delivery Voucher,0.000000,91539.180000,-6780861.539805
Net obligation for Equity F&O,2025-06-04,NSE-F&O - Z,Book Voucher,0.000000,1425.000000,-5865709.789805
Span margin blocked for NSE F&O,2025-06-04,NSE-F&O - Z,Delivery Voucher,413726.750000,0.000000,-6279436.539805
Exposure margin blocked for NSE F&O,2025-06-04,NSE-F&O - Z,Delivery Voucher,112473.200000,0.000000,-6391909.739805
Net settlement for Equity with settlement number: 2025105,2025-06-04,NSE-EQ - Z,Book Voucher,500022.864481,0.000000,-6891932.604286
Exposure margin reversed for MCX F&O,2025-06-04,MCX-F&O - Z,Delivery Voucher,0.000000,546269.240000,-6345663.364286
Span margin reversed for MCX F&O,2025-06-04,MCX-F&O - Z,Delivery Voucher,0.000000,5864881.000000,-480782.364286
Net obligation for MCX Commodity F&O,2025-06-04,MCX-F&O - Z,Book Voucher,0.000000,3722.545925,-477059.818361
Exposure margin blocked for MCX F&O,2025-06-04,MCX-F&O - Z,Delivery Voucher,670981.550000,0.000000,-1148041.368361
Span margin blocked for MCX F&O,2025-06-04,MCX-F&O - Z,Delivery Voucher,6390604.500000,0.000000,-7538645.868361
Span margin reversed for NSE F&O,2025-06-05,NSE-F&O - Z,Delivery Voucher,0.000000,413726.750000,-7124919.118361
Exposure margin reversed for NSE F&O,2025-06-05,NSE-F&O - Z,Delivery Voucher,0.000000,112473.200000,-7012445.918361
Net obligation for Equity F&O,2025-06-05,NSE-F&O - Z,Book Voucher,825.000000,0.000000,-7013270.918361
Span margin blocked for NSE F&O,2025-06-05,NSE-F&O - Z,Delivery Voucher,435203.750000,0.000000,-7448474.668361
Exposure margin blocked for NSE F&O,2025-06-05,NSE-F&O - Z,Delivery Voucher,115171.880000,0.000000,-7563646.548361
Being pledge charges for KCPLG179D,2025-06-05,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-7563681.948361
Being pledge charges for LIQUIDCASE,2025-06-05,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-7563717.348361
Span margin reversed for MCX F&O,2025-06-05,MCX-F&O - Z,Delivery Voucher,0.000000,6390604.500000,-1173112.848361
Exposure margin reversed for MCX F&O,2025-06-05,MCX-F&O - Z,Delivery Voucher,0.000000,670981.550000,-502131.298362
Span margin blocked for MCX F&O,2025-06-05,MCX-F&O - Z,Delivery Voucher,6412284.000000,0.000000,-6914415.298362
Exposure margin blocked for MCX F&O,2025-06-05,MCX-F&O - Z,Delivery Voucher,669086.550000,0.000000,-7583501.848361
DP Charges for Sale of PRESTIGE on 06/06/2025,2025-06-06,NSE-EQ - Z,Journal Entry,15.340000,0.000000,-7745443.623853
Span margin reversed for NSE F&O,2025-06-06,NSE-F&O - Z,Delivery Voucher,0.000000,435203.750000,-7815931.458361
Exposure margin reversed for NSE F&O,2025-06-06,NSE-F&O - Z,Delivery Voucher,0.000000,115171.880000,-7700759.578361
